"kenID","school_white_10","school_econ_15","log_price_5","log_price_10","log_avg_price_10"
111,0.5444,0.2589,13.4458468623677,13.5013671668066,5.27644540966548
112,0.3533,0.435,11.9838037116266,12.0346910287746,4.93006928285662
113,0.2986,0.5188,13.8584723415022,13.6391125650131,5.82516524570607
114,0.3159,0.4874,12.876207051781,12.8068029566237,5.61333064062115
115,0.5979,0.1998,13.66614010131,13.8123143444114,5.55534897611356
116,0.3764,0.4639,12.6136701451414,12.3601666094634,4.84631474265185
117,0.378,0.4427,12.5328552316039,12.5394448437797,4.81963216123927
118,0.1975,0.536,12.6378550619557,12.7222838659011,5.2248166715027
119,0.2855,0.4722,11.7416533945783,11.8445287244799,4.74835495943989
120,0.2362,0.5297,11.418614785499,11.3152357535126,4.34753352875414
121,0.1877,0.4815,11.7297031973853,11.8309554699659,4.59409710508691
122,0.494,0.3686,12.9101597661285,13.5798040471028,5.39197891537956
123,0.2856,0.5229,12.254029128951,12.6882827220497,5.41017756343924
124,0.1732,0.5438,11.995281241368,11.7203397347915,4.25980108941833
125,0.2679,0.4818,12.6796075325397,12.6766729717169,5.4562271150724
126,0.4556,0.3693,12.5477989126713,12.5768384700661,5.27732914671469
127,0.2728,0.3598,13.264661232069,13.2625503501369,5.33964595272907
128,0.4461,0.3303,12.7573682018499,12.6958448601324,4.94317624570102
129,0.2344,0.5203,12.5072137376661,12.6335601376728,5.21345096019049
130,0.3824,0.4438,11.9801727991222,11.8175039848359,4.68336102616685
131,0.235,0.5403,12.4110522262167,12.5816511200026,5.25166224654886
132,0.216,0.4947,11.8685120668796,11.9036212076411,5.32286167545903
133,0.1988,0.4235,12.2561952549334,12.318105849206,4.60675692644935
134,0.4128,0.3943,12.7357190420839,12.7975109683399,5.0121035490156
135,0.3218,0.5282,12.9841352581209,12.8660938357442,5.35027061811593
136,0.5442,0.2172,13.5555344396045,13.6043134187593,5.45222101586577
137,0.5755,0.2589,13.7491570574143,13.7520274796509,5.9450558824162
138,0.3899,0.4738,12.0818690420709,12.1227453829404,4.89616601188918
139,0.6003,0.2858,13.7467817230452,13.5082905609874,5.47758927789684
140,0.4389,0.4354,12.6397642772049,12.6736225725342,5.29353997295438
141,0.1827,0.4912,13.3490805357718,13.8769348599513,6.30443655371808
142,0.2445,0.4647,11.90665531686,11.6794281158525,4.67840298957922
143,0.0673,0.6187,12.8674066095653,12.9328461268711,5.16115596483395
144,0.2469,0.4169,13.0103138735957,13.0836225490879,5.58148865569652
145,0.256,0.4149,12.4470364684143,12.4519410209498,4.83382174036465
146,0.2321,0.4605,12.8174673242179,12.8223117835495,5.59899401756389
147,0.1899,0.5252,12.822230784562,12.5893262272731,4.98150372724334
148,0.498,0.3711,13.0258524770235,13.0198875858151,4.96778972575305
149,0.1972,0.5969,12.3207932188543,12.4496547873633,5.19117693444501
150,0.3218,0.5509,13.0514686986278,12.9521383615576,5.36556892282527
151,0.279,0.4474,12.6498606279575,12.5822805725712,5.21580168693178
152,0.1087,0.6052,11.9457968985908,12.4743191907963,5.07395307042799
153,0.3636,0.4092,12.530689165775,12.4731565243067,4.80506803742868
154,0.3468,0.4293,12.4425516826788,12.4266032861645,4.9897364261478
155,0.4305,0.3146,12.5714967041012,12.5997462843729,5.50185109597791
156,0.4811,0.3194,12.5195138348252,12.6723584346653,5.24830693315286
157,0.3098,0.4646,12.4490188241406,12.2748620147786,4.89422881055712
158,0.1463,0.5691,12.4003227731894,12.4662036488947,4.94784812733081
159,0.0662,0.6115,10.77895628989,11.205319557877,3.50563847478059
160,0.3316,0.4207,13.199383676044,13.3779366007079,6.27461455274188
161,0.2069,0.573,12.1430263438125,12.2497066825502,4.82939475279445
162,0.1931,0.5817,12.7065448572167,12.5335762121686,4.99399019655211
163,0.1988,0.5846,12.4542989772118,12.1897174027298,5.01482849034787
164,0.4307,0.3194,12.3953698160606,12.5313755943863,5.28414440291654
165,0.226,0.4347,12.3473560386077,12.4467290587452,4.48156762469284
166,0.2344,0.4945,12.3469209541176,12.2847105207347,4.72774262301848
167,0.0297,0.6428,12.925435668221,13.0584646515541,5.48338099376163
168,0.3164,0.526,12.619836556453,12.4704920617259,5.13399681510363
169,0.1899,0.5091,12.4194890410858,12.3452365830491,5.35547669705423
170,0.5268,0.2793,13.0841421645841,13.2208276686743,5.21986922021889
171,0.2202,0.4579,11.7378554197153,11.8006087874212,4.65604484275914
172,0.2733,0.5033,12.5531138335006,12.6132769809719,5.07317243881546
173,0.2662,0.5247,11.8788177979586,11.8195110680048,4.8473199691284
174,0.095,0.6052,11.8105083620993,11.4517243019859,4.43433322800061
175,0.2956,0.4605,13.0944781739148,13.1260231167811,5.39291092600496
176,0.256,0.4149,13.6538239878417,13.3092730593031,5.86294741916266
177,0.256,0.4139,12.1021000551472,12.1031782221212,4.58023691944288
178,0.2342,0.5054,13.7101500423064,13.7101500423064,6.18720915201185
179,0.3021,0.5155,11.8374215103038,12.1010592918269,5.00294849285927
180,0.5572,0.269,12.9527605930181,13.1758567498443,5.4865547237713
181,0.2344,0.4752,12.594730635322,12.7474953672735,5.32501090278411
182,0.1616,0.4833,11.8297779147218,11.8658489363269,4.53296716748825
183,0.1087,0.5762,12.8312712305857,12.4104479703712,5.01067529329628
184,0.2856,0.5229,12.6201670803364,12.7081938285315,5.43666526615753
185,0.4307,0.3186,13.0818191220193,13.2622122725207,5.23310288366646
186,0.262,0.4408,12.7910498119293,12.7000742016158,5.20996581920388
187,0.1539,0.5583,11.4974462781218,11.3853420622156,4.32569038276617
188,0.2549,0.4149,12.1521443035046,13.3902678222304,5.8673268948253
189,0.5685,0.2672,11.7814247180052,11.7769976716122,4.68763181187248
190,0.1899,0.5091,12.104039919965,12.2735443606452,4.84251009053546
191,0.2227,0.536,13.0041427460169,12.9610985630577,5.58155457521258
192,0.1708,0.536,12.6535040531918,12.7418607966758,5.12041841559961
193,0.2818,0.5688,12.7838274929258,12.8075246791735,5.09230559959049
194,0.492,0.3023,13.0604879736862,13.2410682102973,5.3206002488007
195,0.2231,0.5091,12.2826762153736,12.4275207604039,4.87020089233763
196,0.2728,0.4087,13.1884506985318,13.170353221403,5.41007428155673
197,0.6209,0.2085,12.6005610629247,12.3335370601438,5.09654934702377
198,0.3131,0.4592,12.0747103273333,12.0818942025333,4.93899105369224
199,0.2067,0.4829,11.8922176987744,11.9154696446507,4.55514135498755
200,0.0663,0.6187,12.8312173122514,12.7625447670345,5.15128437907591
201,0.1887,0.5101,12.1934938633233,12.5175933074618,4.65279872334932
202,0.3743,0.4333,13.1394171319702,13.1534075916032,5.50369035252896
203,0.2223,0.5241,11.7979164196105,11.6760156597149,4.40601900214986
204,0.3159,0.4605,13.4363401929838,13.4386103117006,5.57238556430749
205,0.5819,0.269,13.1239221618683,12.9821583368757,5.21472649658499
206,0.2393,0.4775,12.662661700354,12.629406777106,4.99732915882468
207,0.349,0.4686,11.9202554996879,11.9876485649734,4.76493166721737
208,0.3447,0.3835,13.5093095299571,13.2792120714586,5.54320714533939
209,0.4319,0.3912,13.7399474892092,13.5241008055385,5.23582634784601
210,0.1703,0.5438,11.6448305358502,11.5281834673592,4.22416302879306
211,0.3053,0.5033,12.986772723098,12.8975756178703,5.2728123615563
212,0.0969,0.6111,11.6082356447746,11.5594645258783,4.39567309670773
213,0.3636,0.4385,12.6037407693361,12.4392105310858,4.85365550499955
214,0.5444,0.2589,12.5452198726007,12.589860036239,4.88675168774159
215,0.5082,0.3761,12.8236430064772,12.7875664965905,5.3821059726525
216,0.1993,0.4223,11.8615521080494,11.8800577619967,4.40810852567238
217,0.5572,0.2793,13.1848389909604,13.2568805027846,5.32725607365771
218,0.3468,0.4092,12.3260754379249,12.3135808532455,4.95908372074353
219,0.1827,0.4479,12.7334603575951,12.7909383820046,5.16388099312332
220,0.2469,0.4094,12.3917219924168,12.5786539597335,5.53984332143171
221,0.256,0.4139,11.7897993387054,12.0310196089259,4.50807872063624
222,0.4378,0.3893,13.7881393611681,13.748384989624,5.12319582730711
223,0.3974,0.4092,12.1928607515579,12.2567129490406,5.02242419776451
224,0.2818,0.5523,12.7717273055748,12.7155974235631,5.14971990568542
225,0.5876,0.1992,13.8888835029088,13.817050271996,5.26553536036116
226,0.2384,0.5068,11.818201845823,12.2074467010833,4.83258062119205
227,0.1463,0.573,12.427775159048,12.3068677555651,4.8690102839543
228,0.256,0.4038,11.8472644757394,11.919727179422,4.72753648022804
229,0.2728,0.3598,13.3374209921889,13.2645354565434,5.45077704601117
230,0.1988,0.4833,12.1546740824442,12.1120366536036,4.71172418915628
231,0.2639,0.4799,12.3570755190667,12.4043085611382,5.34084462627676
232,0.0782,0.5991,11.5991031612113,11.7109927741977,4.56106154636203
233,0.0602,0.6035,11.4425030006737,11.2835123006424,3.91324026426791
234,0.2384,0.4413,11.4073343671748,11.4887826074868,4.20393412284996
235,0.235,0.5602,12.7007688873663,12.5889025469945,5.24417897607863
236,0.2528,0.4038,12.1186066197489,12.1373178408816,4.63138359280399
237,0.5685,0.2672,11.5337804794891,11.593262488098,4.61811997436365
238,0.2352,0.4225,11.8014926455982,12.0377173055105,4.54103478358724
239,0.2246,0.5422,10.8140740461335,10.7112527654093,3.47798865530218
240,0.1215,0.5805,13.8737605979857,13.7454933525264,6.01665874120239
241,0.1761,0.5729,12.1342185415831,12.2016252706029,5.6254925909998
242,0.2528,0.4038,12.1642084414315,12.1824969090015,4.58731573975423
243,0.0572,0.6772,11.3918871365932,11.1999255845342,4.160890442266
244,0.2739,0.5213,12.0752518615986,11.8246030431874,4.68310020196088
245,0.2064,0.5289,12.388227521767,12.1907559414183,4.80930052633504
246,0.268,0.4434,12.3057369686431,12.4129648562583,4.81367105456535
247,0.493,0.3429,13.5644818031605,13.705881686601,5.34836816435631
248,0.4426,0.4171,12.8805465608245,12.8681160810388,5.19903611245478
249,0.2344,0.4945,12.9545362667608,12.7155223231162,5.06920541471283
250,0.2076,0.5841,12.4912515877638,12.6033711643053,5.20365607616942
251,0.2362,0.4823,11.6371764273081,11.7407253586765,4.55740539594289
252,0.3069,0.4886,12.768541502448,12.7585245482929,5.00828386498581
253,0.2945,0.4474,12.6516356460599,12.6165813466465,5.20518291812268
254,0.224,0.4044,11.9345394748178,11.8935239453483,4.73898841247185
255,0.1993,0.4223,11.4757426738425,11.7457640892155,4.28634688658761
256,0.1036,0.6166,11.5059008500333,11.3584622363047,4.42776333223162
257,0.6003,0.2709,13.6084248860237,13.3309790511753,5.1997934281492
258,0.1988,0.5846,12.129083604002,12.171607486782,4.88317988145395
259,0.2385,0.4149,12.6481910712864,12.3353615795148,4.79949606835362
260,0.2344,0.4739,12.371417578117,12.6037407693361,4.97192218542335
261,0.2705,0.4273,12.2187321744769,12.0799675773705,4.63948948372907
262,0.1338,0.5782,12.2140408151794,12.3548757190787,4.83063903170857
263,0.2837,0.4896,12.3098694392118,12.1059069467495,4.93031421434747
264,0.2344,0.4945,12.6982046268489,12.6099438914479,5.02617197241205
265,0.2845,0.5282,10.5584135202759,11.1633679888004,3.93399386863631
266,0.2385,0.4149,12.140365441749,12.2103789157251,4.40812192159308
267,0.2221,0.551,12.2970096405223,12.1933250728765,5.65819672087546
268,0.2079,0.5686,12.4684369099977,12.6625929243934,5.18549015548181
269,0.3743,0.4094,13.3032255364619,13.435177152959,5.51663931258303
270,0.1827,0.4227,12.6445211061204,12.7947040152354,5.41948976293757
271,0.174,0.5528,11.5187418499603,11.7060220949321,4.86637839786883
272,0.0644,0.6251,11.9390098602811,12.0395509444439,4.64671320051094
273,0.1002,0.6052,12.4097658594868,12.4018550489186,4.97868907089858
274,0.3053,0.4841,12.2423081381123,12.2986062469331,5.534722197115
275,0.3764,0.4639,12.6044909833703,12.3713184038487,4.81523092936163
276,0.2227,0.5061,13.0087466506174,12.7422443268814,5.21766030353023
277,0.289,0.4453,12.0732038904557,12.2200149976529,5.124530485575
278,0.2723,0.4548,12.6682330973149,12.4589907257182,4.73341651222044
279,0.0484,0.6115,11.6830057353418,11.4858892583074,4.31064743602892
280,0.3716,0.3242,13.5392628631382,13.2261626750152,5.7446771065383
281,0.378,0.4427,12.6468328228062,12.6187741741429,4.88511288661448
282,0.3053,0.491,12.6934249131105,12.6704353948858,5.32062127479592
283,0.2705,0.4139,11.7684974835038,11.6076381936089,4.08469650234712
284,0.1418,0.5666,11.7121860758211,11.6302639573875,4.39333495393435
285,0.248,0.5015,12.0596007416299,11.9848803143472,4.85939060999258
286,0.4128,0.3693,12.8378230312248,12.856234033914,4.91913019909923
287,0.5212,0.3208,13.3946398912687,13.4687329024536,5.46501246370598
288,0.2745,0.4644,13.2827800988102,13.2223092604411,6.10788754722405
289,0.1662,0.4825,12.4787679756736,12.4374048009263,4.95958126932706
290,0.2729,0.5203,12.7485786058991,12.8009789670876,5.29042732184703
291,0.3468,0.4092,12.2839372135481,12.3563018367907,4.95593761486986
292,0.2728,0.4032,12.8661282910899,13.0772927870354,5.3658582510786
293,0.2426,0.4862,12.3853896933038,12.2901380206478,4.79918724959936
294,0.3743,0.4605,13.1652312776315,13.1803869724226,5.4814669137966
295,0.0574,0.6251,11.6827554365994,12.5055543588464,4.7611837010884
296,0.3533,0.435,11.9955830689083,11.9954544897868,4.88728881112692
297,0.3468,0.4092,12.3121204249681,12.3232629130898,4.97634056168688
298,0.3716,0.3439,13.1791130188193,13.3116567412409,5.59477457463101
299,0.4811,0.3194,13.0212161953994,12.831342403687,5.39844456224377
300,0.2469,0.4094,12.599096008455,12.5803748622,5.55218098731951
301,0.2845,0.5048,11.7233909886466,11.6441740978301,4.39354257101012
302,0.3862,0.4231,12.4176293275925,12.1450479436924,4.83159793840512
303,0.3636,0.4092,12.4930919984319,12.5682300333712,4.9479829929268
304,0.299,0.4684,12.5012267329447,12.4122226204678,5.30323823917009
305,0.2191,0.4044,11.6816550682447,11.8886197883702,4.61195908914722
306,0.0956,0.5764,10.7407350770698,11.0658533324114,3.9217931220239
307,0.2873,0.5287,12.2676380011883,12.2689431096714,4.93836563121617
308,0.116,0.5782,12.3592228250238,12.1815878238498,4.98505899116656
309,0.498,0.3711,13.1580779512283,13.1157213680158,5.06854438906757
310,0.4811,0.3194,12.681141549584,12.9549585818311,5.40932416192512
311,0.3736,0.4514,12.1374725540379,12.0325125942065,4.87013107630285
312,0.3159,0.4909,13.0980706848353,13.0593999115357,5.61061802446001
313,0.3354,0.4207,14.6545549520091,15.0818173615071,7.47879798741493
314,0.4788,0.3929,12.5299660999445,12.5215674579086,5.09472886286508
315,0.0644,0.6218,11.7774412593902,12.0220897094096,4.61405559357606
316,0.1761,0.5729,11.923709734556,12.1327624320055,5.54664979753564
317,0.2294,0.4247,12.1990480305932,12.4895098880505,5.08755312442227
318,0.2405,0.4812,12.5623475094476,12.64083357632,4.97331341701216
319,0.314,0.3886,12.6073623822279,13.0317546285336,5.37473613104913
320,0.1708,0.536,13.5565908541801,13.527407563604,6.3521803408054
321,0.0782,0.6153,12.1169681704474,11.7214741385144,4.49512649916054
322,0.2734,0.4426,13.8568060403714,13.8079571023094,6.112728406551
323,0.1781,0.5205,12.4521941695479,12.5170459427455,5.22823175538135
324,0.3468,0.4092,12.3250993519518,12.3539177729379,4.99921836831831
325,0.1988,0.4235,12.1049254635252,12.0863201718031,4.61888865600401
326,0.6065,0.2628,13.1821029017552,13.1856093968714,5.24244042538877
327,0.2705,0.4273,11.5709144593937,11.6752884538599,4.38495484328338
328,0.2357,0.5203,12.7965778341182,12.8101836733521,5.13642177214833
329,0.2108,0.5751,12.4412435770571,12.3663473922074,4.78225304473384
330,0.2191,0.3994,11.7861474930798,11.7454211484505,4.53224674277211
331,0.4788,0.3929,12.5720169954761,12.5981147333062,5.11957639181244
332,0.0325,0.6428,12.5133220234745,12.6805132916417,5.04453031241726
333,0.5819,0.269,13.0693422754271,13.0167583874206,5.23328325595963
334,0.1827,0.4912,13.2810068068437,13.142797613429,6.2814523967113
335,0.1737,0.5798,12.3699968371844,12.4438584735813,5.15009922105474
336,0.1899,0.5252,12.7091743162237,12.6987634479382,5.09974812814414
337,0.2344,0.4775,12.703280973337,12.7566837267975,5.07971909478236
338,0.6065,0.2709,13.57725336884,13.5164135826972,5.38045342010494
339,0.5819,0.269,12.8863878472747,12.8313156474762,5.22960159952124
340,0.528,0.2893,12.8652105099874,12.5458726721254,5.10443220827938
341,0.4971,0.2989,13.5590687212485,13.4428429823268,5.18853709815661
342,0.2822,0.4332,11.9301873829579,11.9383892595851,4.72721523744937
343,0.0484,0.6115,11.3243041060277,11.2563233672873,4.08214039338319
344,0.3468,0.4092,12.2899541295109,12.3045500267256,4.98992361373652
345,0.2705,0.4225,12.1349346178758,11.8936342682764,4.37069391125625
346,0.4389,0.3955,12.8100463407005,12.7261040986214,5.28980826662245
347,0.1975,0.536,12.7454594867368,12.6972613883993,5.08683925859872
348,0.1882,0.5253,12.1116520699107,12.1243924866732,4.86753983505647
349,0.2175,0.4813,11.5494020317802,11.6286111916999,4.4519852063889
350,0.3768,0.3525,13.4749620245224,13.1986575295528,5.33294533765056
351,0.0782,0.5659,11.6509467628676,11.5530111885095,4.24755622988683
352,0.256,0.4149,12.0396449101239,12.0842087947877,4.5612674090607
353,0.2662,0.4876,12.0008930223365,11.9117022560683,4.69943436437817
354,0.0923,0.5588,12.5831382791166,12.5478482547349,5.38220758612277
355,0.1002,0.6052,12.3962152050601,12.3942897522833,5.00335485590558
356,0.0591,0.6427,12.0939112786418,12.1098064530914,4.49791454237581
357,0.2674,0.4369,11.9740144768264,11.9156528288744,4.39271184395259
358,0.299,0.4684,13.4103309091087,13.1502871868801,5.69794446660099
359,0.1988,0.5846,11.969519587306,12.1867083621473,4.93488895491091
360,0.3777,0.4042,12.4018450000483,12.4051511652439,4.80083811573241
361,0.3149,0.3056,13.5546651394661,13.4598668281415,5.66315698860467
362,0.2574,0.5602,12.4880509825653,12.4113576785431,4.97260592434486
363,0.3074,0.4755,12.2769951208004,12.2510450551495,4.95088670511765
364,0.299,0.4684,13.2812616267534,13.2835897004662,5.80635921921618
365,0.2986,0.5188,13.0184832469909,13.0542593965228,5.53517169412201
366,0.5562,0.2811,13.3439056473516,13.4098811507097,5.4691456277307
367,0.1877,0.4829,11.8253001502563,11.9039052123111,4.5709989427765
368,0.2469,0.363,13.0456475462018,13.2944089836701,5.53992696605989
369,0.2555,0.5172,11.6194453083479,11.8318598885376,4.47820121350497
370,0.2789,0.4637,11.9133780312548,11.7795541285646,4.56833606266236
371,0.1827,0.4912,14.0778748224318,14.1248318055195,6.60189090579579
372,0.3691,0.4025,12.4976222295084,12.7518068137844,5.68993740581466
373,0.2521,0.5232,11.6209387090308,11.8986601650943,4.95806117980898
374,0.12,0.5782,11.8758309586596,12.2410174028776,4.96294322679771
375,0.3482,0.4721,12.2345629159298,12.2346115103366,4.90259043807769
376,0.5082,0.3955,12.4953057644872,12.4667060860627,5.15302335043107
377,0.5444,0.2589,12.2472145888613,12.1960223096767,5.03765949536307
378,0.1038,0.6167,11.2869654511464,11.2149685641283,3.93958953314595
379,0.3278,0.4818,12.7288762460556,12.8353625544494,5.17533640756441
380,0.1827,0.472,14.0905157421311,13.7773153188327,6.2631948133258
381,0.3104,0.4551,12.6624420836057,12.6267957560273,5.15511478696321
382,0.2705,0.4139,12.0238385849083,11.9682559964098,4.44531476502362
383,0.4542,0.3755,12.4950788409441,12.976877846502,5.26937299050805
384,0.2528,0.4038,12.1410006487865,12.7212892149688,5.1831612525098
385,0.3045,0.4777,12.8098966881299,12.7476990184489,5.33517085696222
386,0.229,0.4225,12.1039845474464,12.5759938195079,5.05305281508693
387,0.2733,0.4834,12.5263429075751,12.6926617226919,5.06929720674484
388,0.5135,0.3189,13.4427062320957,13.8027302364624,5.61623240714434
389,0.3053,0.5256,12.8678839457803,12.7625724727555,5.36496194962943
390,0.0904,0.5999,11.3146013474725,11.448975570558,4.19837569464146
